58255	6	4	55000	61250	0.854268472	-1.717557835	0	0	0	0	0	0.38854
73561	15	7	12500	26750	0.593956942	-1.704280382	0	0	3	9	606	2.95707
55954	1522	8	58800	28224	0.760745929	-1.602152982	0	0	38	204	3738	60.52758
51459	18	9	15000	30938	0.733752091	-1.651668182	0	0	5	0	0	0.00898
24943	31	9	0	65000	0.660311934	-1.409416203	0	0	0	0	0	0.62002
95225	14	10	112500	16250	0.666436801	-2.11005863	0	0	20	72	1595	0.09148
12727	23	10	112500	48750	0.727082367	-1.307973199	0	0	2	0	0	0.32475
54834	15	10	85000	67500	0.798354301	-1.59656716	0	0	0	0	0	0.00993
58236	17	10	17500	80050	0.850280656	-1.700811069	0	0	1	0	0	8.55874
22626	22	11	75000	16250	0.680308398	-1.368376636	0	0	1	0	0	0.2257
95232	17	11	112500	21250	0.669446586	-2.10460458	0	0	7	0	0	0.23471
50227	21	11	22500	28125	0.743275445	-1.63131307	0	0	0	0	0	0.01781
50059	14	11	45000	28750	0.731532032	-1.646005653	0	0	0	0	0	0.49982
69219	9	11	27500	46250	0.744974523	-1.764627358	0	0	0	0	0	243.95091
24415	21	12	95000	3750	0.662119083	-1.384430907	0	0	2	0	0	0.90906
83337	18	12	122500	16875	0.755891575	-2.007956292	0	0	0	0	0	15.04363
39771	27	12	32500	17500	0.586553116	-1.558142707	0	0	4	11	157	0.06365
54841	25	12	55000	41250	0.79615098	-1.601796621	0	0	9	56	831	0.12412
59424	22	13	137500	16875	0.826817846	-1.921354434	0	0	2	0	0	20.58588
30664	38	13	22500	18750	0.585770877	-1.445183794	0	0	2	0	0	0.25323
50649	25	13	55000	21250	0.745269414	-1.620528088	0	0	7	33	1027	0.01789
65623	39	13	46400	24750	0.64130125	-1.639308162	0	0	4	37	1156	0.03006
65701	25	13	27500	31875	0.641949186	-1.619013002	0	0	1	0	0	1.2936
79051	29	13	255000	36250	0.636785821	-1.784519748	0	0	1	0	0	75.32026
32447	308	13	0	200001	0.536873087	-1.488015919	0	0	27	280	5545	0.6064
47123	30	14	55000	4318	0.667985554	-1.509389605	0	0	1	0	0	0.28804
35082	31	14	95000	75487	0.577999118	-1.503947249	0	0	1	0	0	0.18238
65784	34	15	9999	22083	0.640601041	-1.61106479	0	0	1	0	0	3.87294
30581	26	15	0	28750	0.607295394	-1.455992199	0	0	12	99	1669	0.13399
59333	33	15	145800	32500	0.807240435	-1.853726974	0	0	0	0	0	9.9344
65664	39	15	84200	36875	0.64915743	-1.634108966	0	0	7	18	407	0.01706
51244	45	15	45000	43333	0.754726655	-1.674364863	0	0	4	0	0	0.04168
65062	8	15	225000	68750	0.671674918	-1.598690266	0	0	5	62	916	2.63214
76831	12	16	112500	18750	0.536038784	-1.726462819	0	0	1	0	0	11.86395
82423	34	16	17500	20000	0.78457079	-1.896476895	0	0	2	0	0	12.84591
87750	79	16	625000	21667	0.624724828	-1.831165993	0	0	1	0	0	39.91717
41725	34	16	55000	31250	0.651231562	-1.449597243	0	0	2	0	0	0.12916
81021	20	16	55000	46875	0.670109288	-1.803923742	0	0	0	0	0	228.60912
14083	43	16	74600	61250	0.74495885	-1.368835448	0	0	6	15	687	0.10998
25612	38	16	80000	65313	0.659136141	-1.430944089	0	0	1	0	0	0.0083
24846	37	17	15600	13500	0.655061373	-1.429123937	0	0	0	0	0	0.04443
27841	40	17	50000	19167	0.626734138	-1.348737562	0	0	1	0	0	0.08709
83121	21	17	52500	19688	0.729728094	-1.929256237	0	0	2	0	0	0.34966
54543	33	17	127100	35625	0.798219073	-1.562614188	0	0	3	41	1102	1.47625
54127	40	17	47500	36250	0.781837639	-1.54058939	0	0	2	0	0	0.01238
52166	37	17	42500	36250	0.751674877	-1.604493835	0	0	9	44	390	0.02715
22548	11	17	450000	73750	0.66017353	-1.338748991	0	0	3	7	262	0.02203
22957	30	17	1000001	140000	0.667185512	-1.364551397	0	0	2	0	0	2.36151
82335	44	18	95000	7566	0.729796162	-1.863624562	0	0	2	0	0	248.12271
58353	31	18	10000	24375	0.84890799	-1.738764161	0	0	0	0	0	8.09923
65468	35	18	55000	33125	0.65029898	-1.602100448	0	0	1	0	0	6.49785
49826	38	18	55000	34375	0.8091696	-1.51725247	0	0	5	21	391	1.36426
41310	46	18	51300	36979	0.656976244	-1.452913717	0	0	0	0	0	5.81543
22579	25	18	187500	56250	0.659739903	-1.332495878	0	0	21	74	1555	0.2018
21522	53	19	32500	7292	0.690981261	-1.382643428	0	0	1	0	0	1.23591
79326	42	19	12500	9375	0.595088108	-1.785014234	0	0	4	11	699	7.33436
32422	37	19	176800	9583	0.536060182	-1.501685582	0	0	3	13	180	0.17501
30448	59	19	42000	24688	0.567242304	-1.437514747	0	0	3	0	0	5.02191
48743	25	19	94200	28750	0.775626082	-1.463938875	0	0	6	11	189	1.18524
59076	47	19	450000	28750	0.807980211	-1.869455288	0	0	0	0	0	11.3786
88422	27	19	75000	66250	0.633609671	-1.81257808	0	0	0	0	0	177.09626
22722	59	20	119800	26023	0.671265987	-1.365432963	0	0	2	0	0	1.23222
81653	42	20	0	32500	0.713597046	-1.87705124	0	0	2	0	0	229.84356
95226	55	20	162500	34750	0.667355088	-2.109437013	0	0	2	0	0	3.86745
69337	7036	20	61900	37396	0.746349354	-1.798555441	0	0	251	1893	35519	85.30858
53962	39	20	70000	40000	0.762451255	-1.575475432	0	0	12	188	5806	0.13314
54978	44	20	71400	46750	0.781664381	-1.551225671	0	0	5	111	2832	3.92587
47019	48	20	187500	65625	0.67861131	-1.482574645	0	0	6	0	0	1.05826
78144	41	20	12500	70208	0.505396004	-1.708473134	0	0	5	31	422	2.43042
54760	30	21	90000	11875	0.775354108	-1.591890341	0	0	13	95	2476	0.01
42759	41	21	34700	15714	0.64270699	-1.492315014	0	0	4	0	0	0.29169
72387	41	21	85800	15750	0.616528203	-1.584253548	0	0	0	0	0	0.14893
59242	35	21	95000	18125	0.845439968	-1.824772922	0	0	0	0	0	69.50084
88134	51	21	9999	21875	0.599484924	-1.816539314	0	0	1	0	0	137.37492
47536	38	21	35300	26136	0.665197792	-1.515571631	0	0	2	0	0	0.02589
71820	22	21	65000	27083	0.589772829	-1.644562476	0	0	0	0	0	8.43748
59933	34	22	112500	12250	0.850034408	-2.002036886	0	0	2	0	0	18.04181
83446	26	22	57500	36250	0.773433757	-1.954080474	0	0	0	0	0	20.05027
40376	38	22	20500	36477	0.659307602	-1.460696874	0	0	9	13	211	0.37691
83671	8	22	55000	41250	0.791019398	-2.01829208	0	0	0	0	0	170.18479
99154	34	22	65000	55000	0.826642667	-2.065729134	0	0	3	0	0	23.78115
87730	36	22	32500	65833	0.630488115	-1.820143209	0	0	0	0	0	242.99704
59547	40	23	56700	21250	0.849335543	-1.902626737	0	0	2	0	0	28.38205
22845	34	23	95000	23958	0.676885179	-1.375601984	0	0	4	0	0	1.11987
66759	44	23	16900	26250	0.655293153	-1.674048853	0	0	0	0	0	0.06987
73746	60	23	27500	35500	0.640337531	-1.721697546	0	0	3	0	0	5.20627
65532	54	23	75000	40179	0.65922147	-1.599904108	0	0	0	0	0	5.06835
51045	53	23	63800	54167	0.747361034	-1.676514637	0	0	3	0	0	0.04019
67150	29	24	14200	11250	0.647210708	-1.714579762	0	0	0	0	0	20.82106
54637	42	24	47500	15625	0.76585435	-1.575521788	0	0	8	48	559	0.13288
56313	52	24	53300	18750	0.799102524	-1.632809725	0	0	8	43	512	0.04493
50165	47	24	28500	20000	0.712936229	-1.627531867	0	0	3	13	85	0.7016
57562	50	24	9999	26875	0.767316692	-1.761425411	0	0	0	0	0	64.84669
32360	21	24	12500	30781	0.526949668	-1.480897873	0	0	5	0	0	10.40847
29826	45	24	81400	39375	0.582621622	-1.420256129	0	0	3	17	236	0.16495
88431	35	24	105000	41250	0.613212165	-1.819340271	0	0	0	0	0	125.27954
