1020	0.736099718	-1.266675368
1089	0.735343532	-1.26746297
1095	0.735626183	-1.264941901
1201	0.741195016	-1.27748703
1301	0.743275117	-1.267591179
1453	0.742251289	-1.252061343
1501	0.7361748	-1.254088753
1540	0.735028121	-1.253922129
1545	0.737970644	-1.250308364
1606	0.738132975	-1.253168282
1752	0.73912516	-1.247927059
1760	0.738364768	-1.245837498
1803	0.74126064	-1.242852756
1844	0.74597911	-1.242025781
1867	0.74207545	-1.240782761
1876	0.743997444	-1.243947461
1906	0.741375428	-1.239548292
1923	0.742702729	-1.238027944
1923	0.742863261	-1.238774357
1970	0.741766375	-1.237787581
2019	0.735016288	-1.247356974
2048	0.733487789	-1.243229374
2062	0.735884784	-1.242644228
2125	0.738756064	-1.24027802
2132	0.73789783	-1.242187273
2143	0.739805723	-1.240551613
2149	0.740039139	-1.24038389
2169	0.737078744	-1.239340357
2169	0.737372739	-1.239769474
2302	0.734443114	-1.238994352
2322	0.735310004	-1.240304287
2324	0.732465863	-1.239553354
2360	0.731815425	-1.233201404
2370	0.735915362	-1.237322337
2451	0.739916479	-1.243836913
2471	0.739346115	-1.241809608
2538	0.728829129	-1.233294656
2601	0.727388646	-1.226911029
2703	0.731391876	-1.245388607
2718	0.730893837	-1.240251509
2725	0.728297738	-1.24204196
2747	0.726800026	-1.239126244
2771	0.729554302	-1.245056163
2816	0.727806803	-1.249455034
2842	0.724759544	-1.244348339
2852	0.72575611	-1.247928263
2886	0.727864136	-1.247863321
2891	0.721899486	-1.253250311
2908	0.730291638	-1.246462089
2917	0.730759553	-1.248290046
2919	0.730033509	-1.249079952
3053	0.748106666	-1.245263661
3054	0.747071459	-1.24872672
3060	0.746186941	-1.247230248
3063	0.746373705	-1.247846042
3079	0.74625506	-1.242861989
3103	0.749805873	-1.246914314
3106	0.751216738	-1.247201136
3276	0.758470048	-1.248963872
3301	0.754357092	-1.247689366
3431	0.749166569	-1.261960074
3743	0.75679442	-1.262082698
3784	0.761229193	-1.262321019
3801	0.752003781	-1.235504101
3860	0.76839447	-1.241202278
3862	0.749872979	-1.236286187
3865	0.747466891	-1.241030384
3867	0.755830229	-1.238921363
3874	0.748414572	-1.236851437
4005	0.758790956	-1.230582459
4062	0.765242021	-1.229519921
4086	0.766825375	-1.221379196
4103	0.762431722	-1.227431233
4106	0.761479923	-1.227348401
4210	0.770033708	-1.225769934
4330	0.773939637	-1.218024083
4401	0.782430609	-1.199948727
4605	0.777113988	-1.193737571
4841	0.770118547	-1.205971303
4901	0.777884713	-1.215434756
5201	0.748768973	-1.277801691
5301	0.748374936	-1.266409873
5495	0.775633398	-1.276142224
5701	0.761363476	-1.273289095
6002	0.729762568	-1.268986198
6010	0.727738474	-1.272429256
6033	0.728236408	-1.267438064
6037	0.72675224	-1.269420411
6040	0.729643644	-1.266267474
6057	0.729910465	-1.275252732
6082	0.733004812	-1.266642539
6110	0.728491658	-1.269156434
6256	0.728541923	-1.259647429
6351	0.725824037	-1.256469063
6382	0.724683134	-1.25841886
6385	0.722072689	-1.259016329
6418	0.721155028	-1.275564059
6457	0.725221036	-1.268536032
6473	0.721750193	-1.271812624
6477	0.720082035	-1.27426285
6489	0.725309715	-1.271627919
6489	0.726697926	-1.27178353
6492	0.724215254	-1.270744273
6512	0.720583617	-1.271999633
6606	0.719241359	-1.277413675
6614	0.71903934	-1.27620591
6708	0.725145744	-1.274828572
6776	0.725280655	-1.281351858
6810	0.723004697	-1.281395508
6824	0.718348917	-1.278296466
6854	0.717252485	-1.281879933
7003	0.711833695	-1.294969334
